DEPARTAMENTO,PROVINCIA,Diagnóstico,Producto,Cat_terapeutica,IPRESS,Prom_atendidos
ANCASH,AIJA,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,PUESTO DE SALUD  QUISHUAR,1.5
ANCASH,AIJA,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,PUESTO DE SALUD SANTA  CRUZ,3.0
ANCASH,AIJA,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,PUESTO DE SALUD  QUISHUAR,1.5
ANCASH,AIJA,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,PUESTO DE SALUD SANTA  CRUZ,3.0
ANCASH,ASUNCION,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,HOSPITAL MAMA ASHU CHACAS,1.5
ANCASH,ASUNCION,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,PUESTO DE SALUD ACOCHACA,3.0
ANCASH,ASUNCION,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,PUESTO DE SALUD PAMPASH,1.7
ANCASH,ASUNCION,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,PUESTO DE SALUD SAPCHA,2.0
ANCASH,ASUNCION,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,HOSPITAL MAMA ASHU CHACAS,1.5
ANCASH,ASUNCION,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,PUESTO DE SALUD ACOCHACA,3.0
ANCASH,ASUNCION,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,PUESTO DE SALUD PAMPASH,1.7
ANCASH,ASUNCION,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,PUESTO DE SALUD SAPCHA,2.0
ANCASH,ASUNCION,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,HOSPITAL MAMA ASHU CHACAS,1.5
ANCASH,ASUNCION,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,PUESTO DE SALUD ACOCHACA,3.0
ANCASH,ASUNCION,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,PUESTO DE SALUD PAMPASH,1.7
ANCASH,ASUNCION,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,PUESTO DE SALUD SAPCHA,2.0
ANCASH,ASUNCION,"Asma, no especificada",XOLAIR,Inmunomodulador,HOSPITAL MAMA ASHU CHACAS,1.1
ANCASH,ASUNCION,"Asma, no especificada",XOLAIR,Inmunomodulador,PUESTO DE SALUD ACOCHACA,2.0
ANCASH,ASUNCION,"Asma, no especificada",XOLAIR,Inmunomodulador,PUESTO DE SALUD PAMPASH,2.0
ANCASH,ASUNCION,"Asma, no especificada",XOLAIR,Inmunomodulador,PUESTO DE SALUD SAPCHA,2.0
ANCASH,ASUNCION,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,HOSPITAL MAMA ASHU CHACAS,1.0
ANCASH,ASUNCION,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,PUESTO DE SALUD SAPCHA,2.0
ANCASH,ASUNCION,"Influenza con otras manifestaciones respiratorias, virus no identificado",TAMIFLU,Antiinfeccioso,HOSPITAL MAMA ASHU CHACAS,1.3
ANCASH,ASUNCION,Neoplasia maligna de la mama (Triple negativo),TECENTRIQ,Antineoplásico,HOSPITAL MAMA ASHU CHACAS,1.0
ANCASH,ASUNCION,"Neoplasia maligna de la mama, parte no especificada",HERCEPTIN,Antineoplásico,HOSPITAL MAMA ASHU CHACAS,1.0
ANCASH,ASUNCION,"Neoplasia maligna de la mama, parte no especificada",KADCYLA,Antineoplásico,HOSPITAL MAMA ASHU CHACAS,1.0
ANCASH,ASUNCION,"Neoplasia maligna de la mama, parte no especificada",PERJETA,Antineoplásico,HOSPITAL MAMA ASHU CHACAS,1.0
ANCASH,ASUNCION,Neoplasia maligna de los bronquios o del pulmón,TECENTRIQ,Antineoplásico,HOSPITAL MAMA ASHU CHACAS,1.0
ANCASH,ASUNCION,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",ALECENSA,Inmunomodulador,HOSPITAL MAMA ASHU CHACAS,1.0
ANCASH,ASUNCION,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL MAMA ASHU CHACAS,1.0
ANCASH,ASUNCION,"Neoplasia maligna del colon, parte no especificada",AVASTIN,Antineoplásico,HOSPITAL MAMA ASHU CHACAS,1.0
ANCASH,ASUNCION,"Neoplasia maligna del estómago, parte no especificada",HERCEPTIN,Antineoplásico,HOSPITAL MAMA ASHU CHACAS,1.0
ANCASH,ASUNCION,"Pólipo nasal, no especificado",XOLAIR,Inmunomodulador,HOSPITAL MAMA ASHU CHACAS,1.0
ANCASH,ASUNCION,Urticaria idiopática (crónica),XOLAIR,Inmunomodulador,HOSPITAL MAMA ASHU CHACAS,1.0
ANCASH,BOLOGNESI,Artritis reumatoide juvenil,ACTEMRA,Inmunomodulador,CENTRO DE SALUD CHIQUIAN,1.0
ANCASH,BOLOGNESI,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,CENTRO DE SALUD CAJACAY,2.0
ANCASH,BOLOGNESI,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,CENTRO DE SALUD CHIQUIAN,1.1
ANCASH,BOLOGNESI,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,CENTRO DE SALUD HUALLANCA,1.0
ANCASH,BOLOGNESI,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,PUESTO DE SALUD CORPANQUI,1.0
ANCASH,BOLOGNESI,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,PUESTO DE SALUD GORGORILLO,2.0
ANCASH,BOLOGNESI,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,PUESTO DE SALUD HUASTA,3.0
ANCASH,BOLOGNESI,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,PUESTO DE SALUD LLACLLA,1.0
ANCASH,BOLOGNESI,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,PUESTO DE SALUD RACRACHACA,2.0
ANCASH,BOLOGNESI,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,PUESTO DE SALUD RAQUIA,3.2
ANCASH,BOLOGNESI,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,CENTRO DE SALUD CAJACAY,2.0
ANCASH,BOLOGNESI,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,CENTRO DE SALUD CHIQUIAN,1.1
ANCASH,BOLOGNESI,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,CENTRO DE SALUD HUALLANCA,1.0
ANCASH,BOLOGNESI,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,PUESTO DE SALUD CORPANQUI,1.0
ANCASH,BOLOGNESI,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,PUESTO DE SALUD GORGORILLO,2.0
ANCASH,BOLOGNESI,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,PUESTO DE SALUD HUASTA,3.0
ANCASH,BOLOGNESI,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,PUESTO DE SALUD LLACLLA,1.0
ANCASH,BOLOGNESI,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,PUESTO DE SALUD RACRACHACA,2.0
ANCASH,BOLOGNESI,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,PUESTO DE SALUD RAQUIA,3.2
ANCASH,BOLOGNESI,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,CENTRO DE SALUD CAJACAY,2.0
ANCASH,BOLOGNESI,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,CENTRO DE SALUD CHIQUIAN,1.1
ANCASH,BOLOGNESI,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,CENTRO DE SALUD HUALLANCA,1.0
ANCASH,BOLOGNESI,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,PUESTO DE SALUD CORPANQUI,1.0
ANCASH,BOLOGNESI,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,PUESTO DE SALUD GORGORILLO,2.0
ANCASH,BOLOGNESI,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,PUESTO DE SALUD HUASTA,3.0
ANCASH,BOLOGNESI,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,PUESTO DE SALUD LLACLLA,1.0
ANCASH,BOLOGNESI,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,PUESTO DE SALUD RACRACHACA,2.0
ANCASH,BOLOGNESI,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,PUESTO DE SALUD RAQUIA,3.2
ANCASH,BOLOGNESI,"Asma, no especificada",XOLAIR,Inmunomodulador,CENTRO DE SALUD CHIQUIAN,1.0
ANCASH,BOLOGNESI,"Asma, no especificada",XOLAIR,Inmunomodulador,CENTRO DE SALUD HUALLANCA,1.3
ANCASH,BOLOGNESI,"Asma, no especificada",XOLAIR,Inmunomodulador,PUESTO DE SALUD CANIS,1.0
ANCASH,BOLOGNESI,"Asma, no especificada",XOLAIR,Inmunomodulador,PUESTO DE SALUD CORPANQUI,1.0
ANCASH,BOLOGNESI,"Asma, no especificada",XOLAIR,Inmunomodulador,PUESTO DE SALUD GORGORILLO,1.5
ANCASH,BOLOGNESI,"Asma, no especificada",XOLAIR,Inmunomodulador,PUESTO DE SALUD MANGAS,1.0
ANCASH,BOLOGNESI,"Asma, no especificada",XOLAIR,Inmunomodulador,PUESTO DE SALUD RAQUIA,1.0
ANCASH,BOLOGNESI,Carcinoma de células hepáticas,TECENTRIQ,Antineoplásico,CENTRO DE SALUD CHIQUIAN,1.0
ANCASH,BOLOGNESI,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,CENTRO DE SALUD CHIQUIAN,1.0
ANCASH,BOLOGNESI,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,CENTRO DE SALUD HUALLANCA,1.0
ANCASH,BOLOGNESI,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,PUESTO DE SALUD CORPANQUI,1.0
ANCASH,BOLOGNESI,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,PUESTO DE SALUD PACLLON,2.0
ANCASH,BOLOGNESI,"Influenza con otras manifestaciones respiratorias, virus no identificado",TAMIFLU,Antiinfeccioso,CENTRO DE SALUD CHIQUIAN,1.0
ANCASH,BOLOGNESI,Neoplasia maligna de la mama (Triple negativo),TECENTRIQ,Antineoplásico,CENTRO DE SALUD CHIQUIAN,1.0
ANCASH,BOLOGNESI,"Neoplasia maligna de la mama, parte no especificada",HERCEPTIN,Antineoplásico,CENTRO DE SALUD CHIQUIAN,1.0
ANCASH,BOLOGNESI,"Neoplasia maligna de la mama, parte no especificada",KADCYLA,Antineoplásico,CENTRO DE SALUD CHIQUIAN,1.0
ANCASH,BOLOGNESI,"Neoplasia maligna de la mama, parte no especificada",PERJETA,Antineoplásico,CENTRO DE SALUD CHIQUIAN,1.0
ANCASH,BOLOGNESI,"Neoplasia maligna del cuello del útero, sin otra especificación",AVASTIN,Antineoplásico,CENTRO DE SALUD CHIQUIAN,1.0
ANCASH,BOLOGNESI,"Neoplasia maligna del estómago, parte no especificada",HERCEPTIN,Antineoplásico,CENTRO DE SALUD CHIQUIAN,1.0
ANCASH,BOLOGNESI,"Neoplasia maligna del riñón, excepto de la pelvis renal",AVASTIN,Antineoplásico,CENTRO DE SALUD CHIQUIAN,1.0
ANCASH,BOLOGNESI,Retinopatía diabética (EMD),VABYSMO,Oftalmológico,PUESTO DE SALUD CORPANQUI,1.0
ANCASH,BOLOGNESI,Urticaria idiopática (crónica),XOLAIR,Inmunomodulador,CENTRO DE SALUD CHASQUITAMBO,1.0
ANCASH,BOLOGNESI,Urticaria idiopática (crónica),XOLAIR,Inmunomodulador,CENTRO DE SALUD HUALLANCA,1.0
ANCASH,BOLOGNESI,Urticaria idiopática (crónica),XOLAIR,Inmunomodulador,PUESTO DE SALUD RAQUIA,1.0
ANCASH,BOLOGNESI,Urticaria idiopática (crónica),XOLAIR,Inmunomodulador,PUESTO DE SALUD TICLLOS,1.0
ANCASH,CARHUAZ,Artritis reumatoide juvenil,ACTEMRA,Inmunomodulador,HOSPITAL DE APOYO CARHUAZ,1.0
ANCASH,CARHUAZ,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,CENTRO DE SALUD ACOPAMPA,1.0
ANCASH,CARHUAZ,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,CENTRO DE SALUD ANTA,1.0
ANCASH,CARHUAZ,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,CENTRO DE SALUD YUNGAR,1.3
ANCASH,CARHUAZ,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,HOSPITAL DE APOYO CARHUAZ,1.0
ANCASH,CARHUAZ,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,PUESTO DE SALUD ATAQUERO,2.0
ANCASH,CARHUAZ,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,PUESTO DE SALUD HUALCAN,2.0
ANCASH,CARHUAZ,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,PUESTO DE SALUD RAMPAC GRANDE,2.0
ANCASH,CARHUAZ,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,PUESTO DE SALUD SANTA ROSA,1.0
ANCASH,CARHUAZ,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,PUESTO DE SALUD SHILLA,2.0
ANCASH,CARHUAZ,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,CENTRO DE SALUD ACOPAMPA,1.0
ANCASH,CARHUAZ,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,CENTRO DE SALUD ANTA,1.0
ANCASH,CARHUAZ,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,CENTRO DE SALUD YUNGAR,1.3
ANCASH,CARHUAZ,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,HOSPITAL DE APOYO CARHUAZ,1.0
ANCASH,CARHUAZ,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,PUESTO DE SALUD ATAQUERO,2.0
ANCASH,CARHUAZ,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,PUESTO DE SALUD HUALCAN,2.0
ANCASH,CARHUAZ,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,PUESTO DE SALUD RAMPAC GRANDE,2.0
ANCASH,CARHUAZ,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,PUESTO DE SALUD SANTA ROSA,1.0
ANCASH,CARHUAZ,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,PUESTO DE SALUD SHILLA,2.0
ANCASH,CARHUAZ,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,CENTRO DE SALUD ACOPAMPA,1.0
ANCASH,CARHUAZ,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,CENTRO DE SALUD ANTA,1.0
ANCASH,CARHUAZ,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,CENTRO DE SALUD YUNGAR,1.3
ANCASH,CARHUAZ,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,HOSPITAL DE APOYO CARHUAZ,1.0
ANCASH,CARHUAZ,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,PUESTO DE SALUD ATAQUERO,2.0
ANCASH,CARHUAZ,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,PUESTO DE SALUD HUALCAN,2.0
ANCASH,CARHUAZ,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,PUESTO DE SALUD RAMPAC GRANDE,2.0
ANCASH,CARHUAZ,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,PUESTO DE SALUD SANTA ROSA,1.0
ANCASH,CARHUAZ,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,PUESTO DE SALUD SHILLA,2.0
ANCASH,CARHUAZ,"Asma, no especificada",XOLAIR,Inmunomodulador,CENTRO DE SALUD ANTA,1.0
ANCASH,CARHUAZ,"Asma, no especificada",XOLAIR,Inmunomodulador,HOSPITAL DE APOYO CARHUAZ,1.4
ANCASH,CARHUAZ,"Asma, no especificada",XOLAIR,Inmunomodulador,PUESTO DE SALUD HUALCAN,2.0
ANCASH,CARHUAZ,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,HOSPITAL DE APOYO CARHUAZ,1.0
ANCASH,CARHUAZ,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,PUESTO DE SALUD SHILLA,1.0
ANCASH,CARHUAZ,Neoplasia maligna de la mama (Triple negativo),TECENTRIQ,Antineoplásico,CENTRO DE SALUD YUNGAR,2.0
ANCASH,CARHUAZ,"Neoplasia maligna de la mama, parte no especificada",HERCEPTIN,Antineoplásico,CENTRO DE SALUD YUNGAR,2.0
ANCASH,CARHUAZ,"Neoplasia maligna de la mama, parte no especificada",KADCYLA,Antineoplásico,CENTRO DE SALUD YUNGAR,2.0
ANCASH,CARHUAZ,"Neoplasia maligna de la mama, parte no especificada",PERJETA,Antineoplásico,CENTRO DE SALUD YUNGAR,2.0
ANCASH,CARHUAZ,"Neoplasia maligna del cuello del útero, sin otra especificación",AVASTIN,Antineoplásico,HOSPITAL DE APOYO CARHUAZ,1.0
ANCASH,CARHUAZ,"Neoplasia maligna del cuello del útero, sin otra especificación",AVASTIN,Antineoplásico,PUESTO DE SALUD ATAQUERO,2.0
ANCASH,CARHUAZ,"Neoplasia maligna del estómago, parte no especificada",HERCEPTIN,Antineoplásico,CENTRO DE SALUD ACOPAMPA,1.0
ANCASH,CARHUAZ,"Neoplasia maligna del estómago, parte no especificada",HERCEPTIN,Antineoplásico,PUESTO DE SALUD HUALCAN,2.0
ANCASH,CARHUAZ,Urticaria idiopática (crónica),XOLAIR,Inmunomodulador,PUESTO DE SALUD POYOR,1.0
ANCASH,CARLOS FERMIN FITZCARRALD,"Asma, no especificada",XOLAIR,Inmunomodulador,CENTRO DE SALUD SAN NICOLAS,1.0
ANCASH,CASMA,Artritis reumatoide juvenil,ACTEMRA,Inmunomodulador,CENTRO MEDICO CASMA,1.0
ANCASH,CASMA,Artritis reumatoide juvenil,ACTEMRA,Inmunomodulador,HOSPITAL DE APOYO CASMA,1.0
ANCASH,CASMA,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,CENTRO DE SALUD BUENAVISTA,1.5
ANCASH,CASMA,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,CENTRO DE SALUD YAUTAN,4.0
ANCASH,CASMA,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,CENTRO MEDICO CASMA,1.5
ANCASH,CASMA,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,HOSPITAL DE APOYO CASMA,1.2
ANCASH,CASMA,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,PUESTO DE SALUD HUANCHUY,3.5
ANCASH,CASMA,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,PUESTO DE SALUD VILLA HERMOSA,4.1
ANCASH,CASMA,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,CENTRO DE SALUD BUENAVISTA,1.5
ANCASH,CASMA,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,CENTRO DE SALUD YAUTAN,4.0
ANCASH,CASMA,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,CENTRO MEDICO CASMA,1.5
ANCASH,CASMA,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,HOSPITAL DE APOYO CASMA,1.2
ANCASH,CASMA,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,PUESTO DE SALUD HUANCHUY,3.5
ANCASH,CASMA,"Artritis reumatoide, no especificada",Mab Thera,Antineoplásico,PUESTO DE SALUD VILLA HERMOSA,4.1
ANCASH,CASMA,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,CENTRO DE SALUD BUENAVISTA,1.5
ANCASH,CASMA,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,CENTRO DE SALUD YAUTAN,4.0
ANCASH,CASMA,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,CENTRO MEDICO CASMA,1.5
ANCASH,CASMA,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,HOSPITAL DE APOYO CASMA,1.2
ANCASH,CASMA,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,PUESTO DE SALUD HUANCHUY,3.5
ANCASH,CASMA,"Artritis reumatoide, no especificada",RITUXAN,Antineoplásico,PUESTO DE SALUD VILLA HERMOSA,4.1
ANCASH,CASMA,"Asma, no especificada",XOLAIR,Inmunomodulador,CENTRO DE SALUD BUENAVISTA,2.5
ANCASH,CASMA,"Asma, no especificada",XOLAIR,Inmunomodulador,CENTRO DE SALUD YAUTAN,5.3
ANCASH,CASMA,"Asma, no especificada",XOLAIR,Inmunomodulador,CENTRO MEDICO CASMA,1.1
ANCASH,CASMA,"Asma, no especificada",XOLAIR,Inmunomodulador,HOSPITAL DE APOYO CASMA,2.6
ANCASH,CASMA,"Asma, no especificada",XOLAIR,Inmunomodulador,PUESTO DE SALUD CACHIPAMPA,4.7
ANCASH,CASMA,"Asma, no especificada",XOLAIR,Inmunomodulador,PUESTO DE SALUD HUANCHUY,4.3
ANCASH,CASMA,"Asma, no especificada",XOLAIR,Inmunomodulador,PUESTO DE SALUD TORTUGAS,3.0
ANCASH,CASMA,"Asma, no especificada",XOLAIR,Inmunomodulador,PUESTO DE SALUD VILLA HERMOSA,3.0
ANCASH,CASMA,Degeneración de la mácula y del polo posterior del ojo (DMAE),VABYSMO,Oftalmológico,CENTRO MEDICO CASMA,1.0
ANCASH,CASMA,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,CENTRO DE SALUD BUENAVISTA,2.8
ANCASH,CASMA,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,CENTRO MEDICO CASMA,1.2
ANCASH,CASMA,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,HOSPITAL DE APOYO CASMA,1.3
ANCASH,CASMA,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,PUESTO DE SALUD CACHIPAMPA,2.0
ANCASH,CASMA,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,PUESTO DE SALUD COMANDANTE NOEL,2.5
ANCASH,CASMA,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,PUESTO DE SALUD LA GRAMITA,7.0
ANCASH,CASMA,Enfermedad de Parkinson,MADOPAR,Sistema Nervioso,PUESTO DE SALUD VILLA HERMOSA,2.7
ANCASH,CASMA,"Influenza con otras manifestaciones respiratorias, virus no identificado",TAMIFLU,Antiinfeccioso,HOSPITAL DE APOYO CASMA,1.2
ANCASH,CASMA,"Influenza con otras manifestaciones respiratorias, virus no identificado",TAMIFLU,Antiinfeccioso,PUESTO DE SALUD HUANCHUY,7.0
ANCASH,CASMA,Neoplasia maligna de la mama (Triple negativo),TECENTRIQ,Antineoplásico,CENTRO DE SALUD YAUTAN,5.0
ANCASH,CASMA,Neoplasia maligna de la mama (Triple negativo),TECENTRIQ,Antineoplásico,CENTRO MEDICO CASMA,1.3
ANCASH,CASMA,Neoplasia maligna de la mama (Triple negativo),TECENTRIQ,Antineoplásico,HOSPITAL DE APOYO CASMA,2.8
ANCASH,CASMA,Neoplasia maligna de la mama (Triple negativo),TECENTRIQ,Antineoplásico,PUESTO DE SALUD COMANDANTE NOEL,7.0
ANCASH,CASMA,Neoplasia maligna de la mama (Triple negativo),TECENTRIQ,Antineoplásico,PUESTO DE SALUD VILLA HERMOSA,2.0
ANCASH,CASMA,"Neoplasia maligna de la mama, parte no especificada",HERCEPTIN,Antineoplásico,CENTRO DE SALUD YAUTAN,5.0
ANCASH,CASMA,"Neoplasia maligna de la mama, parte no especificada",HERCEPTIN,Antineoplásico,CENTRO MEDICO CASMA,1.3
ANCASH,CASMA,"Neoplasia maligna de la mama, parte no especificada",HERCEPTIN,Antineoplásico,HOSPITAL DE APOYO CASMA,2.8
ANCASH,CASMA,"Neoplasia maligna de la mama, parte no especificada",HERCEPTIN,Antineoplásico,PUESTO DE SALUD COMANDANTE NOEL,7.0
ANCASH,CASMA,"Neoplasia maligna de la mama, parte no especificada",HERCEPTIN,Antineoplásico,PUESTO DE SALUD VILLA HERMOSA,2.0
ANCASH,CASMA,"Neoplasia maligna de la mama, parte no especificada",KADCYLA,Antineoplásico,CENTRO DE SALUD YAUTAN,5.0
ANCASH,CASMA,"Neoplasia maligna de la mama, parte no especificada",KADCYLA,Antineoplásico,CENTRO MEDICO CASMA,1.3
ANCASH,CASMA,"Neoplasia maligna de la mama, parte no especificada",KADCYLA,Antineoplásico,HOSPITAL DE APOYO CASMA,2.8
ANCASH,CASMA,"Neoplasia maligna de la mama, parte no especificada",KADCYLA,Antineoplásico,PUESTO DE SALUD COMANDANTE NOEL,7.0
ANCASH,CASMA,"Neoplasia maligna de la mama, parte no especificada",KADCYLA,Antineoplásico,PUESTO DE SALUD VILLA HERMOSA,2.0
ANCASH,CASMA,"Neoplasia maligna de la mama, parte no especificada",PERJETA,Antineoplásico,CENTRO DE SALUD YAUTAN,5.0
ANCASH,CASMA,"Neoplasia maligna de la mama, parte no especificada",PERJETA,Antineoplásico,CENTRO MEDICO CASMA,1.3
ANCASH,CASMA,"Neoplasia maligna de la mama, parte no especificada",PERJETA,Antineoplásico,HOSPITAL DE APOYO CASMA,2.8
ANCASH,CASMA,"Neoplasia maligna de la mama, parte no especificada",PERJETA,Antineoplásico,PUESTO DE SALUD COMANDANTE NOEL,7.0
ANCASH,CASMA,"Neoplasia maligna de la mama, parte no especificada",PERJETA,Antineoplásico,PUESTO DE SALUD VILLA HERMOSA,2.0
ANCASH,CASMA,Neoplasia maligna de los bronquios o del pulmón,TECENTRIQ,Antineoplásico,CENTRO DE SALUD BUENAVISTA,6.0
ANCASH,CASMA,Neoplasia maligna de los bronquios o del pulmón,TECENTRIQ,Antineoplásico,CENTRO MEDICO CASMA,1.0
ANCASH,CASMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",ALECENSA,Inmunomodulador,CENTRO DE SALUD BUENAVISTA,6.0
ANCASH,CASMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",ALECENSA,Inmunomodulador,CENTRO MEDICO CASMA,1.0
ANCASH,CASMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CENTRO DE SALUD BUENAVISTA,6.0
ANCASH,CASMA,"Neoplasia maligna de los bronquios o del pulmón, parte no especificada",AVASTIN,Antineoplásico,CENTRO MEDICO CASMA,1.0
ANCASH,CASMA,"Neoplasia maligna del cuello del útero, sin otra especificación",AVASTIN,Antineoplásico,CENTRO MEDICO CASMA,1.0
ANCASH,CASMA,"Neoplasia maligna del cuello del útero, sin otra especificación",AVASTIN,Antineoplásico,HOSPITAL DE APOYO CASMA,1.4
ANCASH,CASMA,"Neoplasia maligna del encéfalo, parte no especificada (Glioblastoma)",AVASTIN,Antineoplásico,PUESTO DE SALUD VILLA HERMOSA,3.0
ANCASH,CASMA,"Neoplasia maligna del estómago, parte no especificada",HERCEPTIN,Antineoplásico,HOSPITAL DE APOYO CASMA,1.0
ANCASH,CASMA,Neoplasia maligna del ovario,AVASTIN,Antineoplásico,CENTRO MEDICO CASMA,1.0
ANCASH,CASMA,"Pólipo nasal, no especificado",XOLAIR,Inmunomodulador,HOSPITAL DE APOYO CASMA,1.0
ANCASH,CORONGO,"Artritis reumatoide, no especificada",ACTEMRA,Inmunomodulador,CENTRO DE SALUD CORONGO,1.0
